Features,Kilowatts,Cylinder Layout,Finance Price,Mileage,Gears,Fuel Type,No of Seats,Registration Year,Colour,No of Doors,Spare Key,Fuel Consumption,Dekra,Variant,Drive,Body Type,Vehicle Service History,id,Maintenance plan,Fuel Tank Capacity,Parking bay number,Category,Price,Make,NaTIS Vehicle status,Engine Capacity,Branch,Warranty,Model,Transmission
['Auto stop-start'],100 kW,I3,R 4 140  p/m,108 000km,8,Petrol,5,2016,Blue,5,Yes,5.1 l/100km,Dekra Platinum,118i 5-Door Auto (F20),R,Hatchback,"Complete, Up To Date",F9A312873,,52 l,, A,R 207 900 ,BMW,,1499 cc,Springfield (KZN),,1 Series,Automatic
[],125 kW,I4,R 3 994  p/m,365 000km,5,Diesel,9,2015,Silver,5, No,9.75 l/100km,Dekra Green,2.5 CRDi (vgt) Wagon Auto,R,Bus,No record,D5EE06860,,75 l,, B,R 199 900 ,Hyundai,,2497 cc,JHB South (GP),,H-1,Automatic
"['Reverse camera', 'Auto stop-start']",132 kW,I4,R 4 140  p/m,165 000km,8,Diesel,5,2016,White,4,Yes,4.2 l/100km,Dekra Gold,2.0d R-Sport Auto,R,Sedan,Partial,1F5405809,,57 l,Near: RIC F031, A,R 207 900 ,Jaguar,,1999 cc,Richmond (WC),,XE,Automatic
['CarPlay or Android Auto'],74 kW,I3,R 3 994  p/m,31 000km,5,Petrol,5,2022,Grey,5, No,5.7 l/100km,Dekra Green,Clio V 1.0T Life,F,Hatchback,No record,F1BB06064,,42 l,, A,R 199 900 ,Renault,,999 cc,Dome (GP),,Clio IV,Manual
['Auto stop-start'],169 kW,I4,R 4 140  p/m,162 600km,8,Petrol,5,2014,White,5,Yes,7.2 l/100km,Dekra Gold,2.0 TFSI SE quattro tiptronic,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",295305387,,75 l,, A,R 207 900 ,Audi,,1984 cc,Dome (GP),,Q5,Automatic
[],60 kW,I3,R 3 994  p/m,32 051km,5,Petrol,5,2022,Red,5,Yes,6.3 l/100km,Dekra Green,1.2,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",FBDD05508,,45 l,, A,R 199 900 ,Opel,,1199 cc,Springfield (KZN),,Crossland,Manual
[],125 kW,I4,R 4 140  p/m,160 000km,7,Diesel,5,2015,Silver,5, No,4.8 l/100km,Dekra Green,220 CDI Auto 4matic,FR,Sports Utility Vehicle (SUV),No record,2B7E08002,,56 l,, A,R 225 900,Mercedes-Benz,,2143 cc,Dome (GP),,GLA,Automatic
['CarPlay or Android Auto'],77 kW,I4,R 3 994  p/m,56 000km,5,Petrol,5,2021,White,5,Yes,6.2 l/100km,Dekra Green,1.5 XI,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",CF8204126,,48 l,, A,R 199 900 ,Toyota,,1462 cc,Gqeberha (EC),,Urban Cruiser,Manual
[],146 kW,V6,R 4 140  p/m,125 800km,4,Petrol,4,2013,Green,4, No,11.9 l/100km,Dekra Green,3.8 Unltd Sahara Auto,FR,Recreational Vehicle,Partial,D85810232,,80 l,, B,R 225 900,Jeep,,3778 cc,Midstream (GP),,Wrangler,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",107 kW,I4,R 3 958  p/m,109 000km,6,Petrol,5,2018,White,5,Yes,7.7 l/100km,Dekra Platinum,2.0 GX,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",47B405541,,60 l,, A,R 197 900 ,Toyota,,1987 cc,Gqeberha (EC),,RAV 4,Manual
[],85 kW,I4,R 3 994  p/m,65 000km,6,Petrol,5,2018,Blue,5,Yes,6.2 l/100km,Dekra Green,1.2T Visia,F,Sports Utility Vehicle (SUV),Partial but Up to Date,291710774,,65 l,Near: RIC H018, A,R 199 900 ,Nissan,,1197 cc,Richmond (WC),,Qashqai,Manual
[],63 kW,I2,R 4 267  p/m,71 000km,5,Petrol,4,2022,Black,3,Yes,4 l/100km,Dekra Platinum,900t Dolcevita Auto,F,Hatchback,"Complete, Up To Date",C82E00121,,35 l,, A,R 214 900 ,Fiat,,875 cc,Dome (GP),,500,Automatic
[],135 kW,I4,R 4 267  p/m,60 373km,6,Diesel,7,2016,Grey,5,Yes,7.9 l/100km,Dekra Green,2.2d LT Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",0EDD11499,,65 l,, A,R 214 900 ,Chevrolet,,2231 cc,Riverhorse (KZN),,Captiva,Automatic
[],77 kW,I4,,65 000km,6,Petrol,5,2022,Silver,5, No,6.35 l/100km,Dekra Gold,1.6 Comfortline TIP (5dr),F,Hatchback,Complete but Due,215B08380,,45 l,, A,R 207 000 ,Volkswagen,,1598 cc,Midstream (GP),2025/06/27,Polo Vivo,Automatic
"['CarPlay or Android Auto', 'Auto stop-start']",70 kW,I3,R 3 994  p/m,65 000km,5,Petrol,5,2020,White,5, No,4.95 l/100km,Dekra Green,1.0 TSI Trendline,F,Hatchback,Partial,C5A011184,,45 l,EPP E033, A,R 199 900 ,Volkswagen,,999 cc,Epping (WC),,Polo,Manual
"['CarPlay or Android Auto', 'Auto stop-start']",75 kW,I3,,136 732km,7,Petrol,5,2017,Silver,5, No,,Dekra Gold,Mini ONE 1.5T Auto 5-Door,F,Hatchback,"Complete, Up To Date",5FE004324,,40 l,, A,R 207 000 ,Mini,,1499 cc,Midstream (GP),,Cooper 5DR,Automatic
[],132 kW,I4,R 3 994  p/m,85 000km,6,Petrol,5,2016,Blue,5,Yes,7 l/100km,Dekra Green,1.5 EcoBoost Trend Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",9E8311118,,60 l,DOME C078, A,R 199 900 ,Ford,,1497 cc,Dome (GP),,Kuga,Automatic
[],49 kW,I3,R 4 249  p/m,17 000km,4,Petrol,5,2020,White,5,Yes,5.9 l/100km,Dekra Platinum,1.0 Motion Auto,F,Hatchback,"Complete, Up To Date",43FC06602,,43 l,, A,R 213 900 ,Hyundai,,998 cc,Gqeberha (EC),2025/02/11,Grand i10,Automatic
[],85 kW,I4,R 4 140  p/m,53 000km,6,Diesel,5,2020,White,5,Yes,5 l/100km,Dekra Platinum,1.5d (W6),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",54F512494,,42 l,, A,R 207 900 ,Mahindra,,1497 cc,Midstream (GP),,Xuv300,Manual
[],91 kW,I3,R 4 249  p/m,28 500km,5,Petrol,5,2020,White,5,Yes,6.4 l/100km,Dekra Platinum,1.5tivct Ambiente,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",8F4A07139,,52 l,, A,R 213 900 ,Ford,,1496 cc,Pietermaritzburg (KZN),,Ecosport,Manual
[],135 kW,I4,R 3 994  p/m,168 000km,7,Petrol,2,2015,Silver,2,Yes,6.5 l/100km,Dekra Green,SLK 200 Auto,R,Cabriolet,Partial but Up to Date,933D12503,,60 l,, A,R 199 900 ,Mercedes-Benz,,1796 cc,Silver Lakes (GP),,SLK Class,Automatic
"['Reverse camera', 'Auto stop-start']",80 kW,I4,R 4 140  p/m,68 000km,6,Diesel,5,2019,Black,5,Yes,4.8 l/100km,Dekra Gold,1.5 DCI Prestige EDC,F,Sports Utility Vehicle (SUV),Partial,429005618,,50 l,, A,R 207 900 ,Renault,,1461 cc,Richmond (WC),,Duster,Automatic
[],85 kW,I4,R 3 994  p/m,190 000km,6,Petrol,5,2017,Green,5, No,6.4 l/100km,Dekra Green,1.2T Plus CVT,F,Sports Utility Vehicle (SUV),Partial,496204243,,50 l,, A,R 199 900 ,Toyota,,1197 cc,Springfield (KZN),,C-HR,Automatic
[],177 kW,V6,R 3 994  p/m,78 000km,5,Diesel,5,2013,Grey,5, No,,Dekra Green,3.0l V6 CRD Overland,FR,Sports Utility Vehicle (SUV),No record,6C2B11768,,93 l,, B,R 237 900,Jeep,,2987 cc,Pietermaritzburg (KZN),,Grand Cherokee,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",90 kW,I4,R 4 249  p/m,60 000km,6,Petrol,5,2018,Silver,5,Yes,7.9 l/100km,Dekra Platinum,1.6 Executive,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",2A0D12796,,55 l,, A,R 213 900 ,Hyundai,,1592 cc,Pietermaritzburg (KZN),,Creta,Manual
[],85 kW,I4,R 4 140  p/m,127 000km,6,Petrol,5,2018,Blue,5, No,6.4 l/100km,Dekra Green,1.2T Plus CVT,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",48BF13520,,50 l,, A,R 207 900 ,Toyota,,1197 cc,Midstream (GP),,C-HR,Automatic
[],81 kW,I3,R 4 122  p/m,46 000km,6,Petrol,5,2022,Grey,5,Yes,6.4 l/100km,Dekra Platinum,1.2 Puretech Shine (81 KW),F,Hatchback,"Complete, Up To Date",EA4C09238,,45 l,GER J057, A,R 206 900 ,Citroen,,1199 cc,Germiston (GP),2024/12/29,C3,Automatic
[],135 kW,I4,R 3 994  p/m,104 233km,8,Petrol,5,2015,White,4,Yes,5.9 l/100km,Dekra Gold,320i Luxury Line Auto (F30),R,Sedan,Partial,56E105557,,60 l,Near: MID P013, A,R 201 900,BMW,,1997 cc,Midstream (GP),,3 Series,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",66 kW,I4,R 4 249  p/m,88 010km,6,Diesel,5,2018,White,4, No,4.5 l/100km,Dekra Platinum,1.4d Prestige,F,Sedan,"Complete, Up To Date",7D9806844,,55 l,, A,R 213 900 ,Toyota,,1364 cc,Germiston (GP),,Corolla,Manual
[],114 kW,I4,R 3 994  p/m,121 000km,5,Petrol,5,2016,Silver,5,Yes,7.6 l/100km,Dekra Gold,2.0 Comfort Auto,F,Sports Utility Vehicle (SUV),Partial,1D0807172,,58 l,RIC G071, A,R 199 900 ,Honda,,1997 cc,Richmond (WC),,CR-V,Automatic
[],91 kW,I4,R 4 122  p/m,48 000km,4,Petrol,5,2020,White,4, No,6.4 l/100km,Dekra Platinum,1.6 Gls/fluid Auto,F,Sedan,"Complete, Up To Date",B52B03771,,43 l,, A,R 206 900 ,Hyundai,,1591 cc,Dome (GP),2027/09/30,Accent,Automatic
[],115 kW,I4,R 4 249  p/m,96 160km,6,Petrol,5,2019,Red,5, No,6.1 l/100km,Dekra Platinum,2.0 Dynamic Auto,F,Sports Utility Vehicle (SUV),Partial but Up to Date,0FBF04016,,48 l,, A,R 213 900 ,Mazda,,1998 cc,Silver Lakes (GP),,CX-3,Automatic
[],120 kW,I4,R 3 994  p/m,202 000km,5,Diesel,7,2010,Gold,5, No,8.6 l/100km,Dekra Gold,3.0d-4d R/B 4x4,FR,Sports Utility Vehicle (SUV),Partial,F30C04367,,80 l,, A,R 199 900 ,Toyota,,2982 cc,Gqeberha (EC),,Fortuner,Manual
[],110 kW,I4,R 4 122  p/m,95 000km,6,Petrol,5,2018,Grey,5,Yes,7.6 l/100km,Dekra Gold,2.0 5-Door GLS Auto,F,Sports Utility Vehicle (SUV),Complete but Due,0CAF08810,,63 l,RIC G068, A,R 206 900 ,Mitsubishi,,1998 cc,Richmond (WC),,ASX,Automatic
['CarPlay or Android Auto'],103 kW,I4,R 3 994  p/m,164 000km,7,Diesel,5,2013,White,4,Yes,7.5 l/100km,Dekra Green,2.0 TDI Trk-Fld 4/mot DSG,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",7CDF13571,,64 l,EPP F024, A,R 199 900 ,Volkswagen,,1968 cc,Epping (WC),,Tiguan,Automatic
[],125 kW,I4,R 4 122  p/m,193 000km,6,Diesel,5,2015,Grey,4, No,4 l/100km,Dekra Green,C220 Bluetec,R,Sedan,Partial,1F1511068,,66 l,JBS H077, B,R 206 900 ,Mercedes-Benz,,2143 cc,JHB South (GP),,C Class,Manual
[],170 kW,V6,R 3 994  p/m,97 499km,5,Petrol,5,2010,Grey,4,Yes,9.4 l/100km,Dekra Green,C300 Avantgarde Auto,R,Sedan,"Complete, Up To Date",231E13455,,66 l,GER c096, A,R 199 900 ,Mercedes-Benz,,2996 cc,Germiston (GP),,C Class Sedan,Automatic
[],130 kW,I4,R 4 249  p/m,96 000km,5,Diesel,4,2009,Undefined,2,Yes,9.7 l/100km,Dekra Green,2.8 CRD Sahara 2DR Auto,FR,Recreational Vehicle,Partial but Up to Date,235913576,,67 l,EPP C024, A,R 213 900 ,Jeep,,2777 cc,Epping (WC),,Wrangler,Automatic
[],120 kW,I4,R 4 122  p/m,283 629km,5,Diesel,7,2012,Gold,5,Yes,8.5 l/100km,Dekra Green,3.0d-4d R/B,R,Sports Utility Vehicle (SUV),"Complete, Up To Date",1A8809786,,80 l,, B,R 206 900 ,Toyota,,2982 cc,Springfield (KZN),,Fortuner Epic,Manual
[],115 kW,I4,R 4 249  p/m,107 711km,6,Petrol,5,2016,Silver,5,Yes,8.9 l/100km,Dekra Green,2.0 Premium,F,Sports Utility Vehicle (SUV),Complete but Due,65A206460,,62 l,Near: RIC G021, A,R 213 900 ,Hyundai,,1999 cc,Richmond (WC),,Tucson,Manual
[],300 kW,V8,R 3 994  p/m,125 400km,8,Petrol,5,2013,White,5,Yes,12.5 l/100km,Dekra Green,xDrive50i M-Sport Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",EC9302204,,85 l,Near: POL B053, B,R 199 900 ,BMW,,4395 cc,Polokwane (L),,X5,Automatic
[],85 kW,I4,R 4 122  p/m,86 000km,6,Petrol,5,2018,Silver,5,Yes,6.2 l/100km,Dekra Green,1.2T Visia,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",AC5001217,,65 l,MID L013, A,R 206 900 ,Nissan,,1197 cc,Midstream (GP),,Qashqai,Manual
[],115 kW,I4,R 4 249  p/m,110 000km,7,Petrol,5,2014,White,5,Yes,5.7 l/100km,Dekra Green,A 200 BE Auto,F,Hatchback,Partial but Up to Date,6B6B10509,,50 l,, A,R 213 900 ,Mercedes-Benz,,1595 cc,Springfield (KZN),,A Class,Automatic
['Auto stop-start'],100 kW,I4,R 4 249  p/m,111 301km,7,Diesel,5,2014,Red,5,Yes,4.4 l/100km,Dekra Green,A 200 CDI Auto,F,Hatchback,"Complete, Up To Date",89D302568,,50 l,MID E025, A,R 219 900,Mercedes-Benz,,1796 cc,Midstream (GP),,A Class,Automatic
[],55 kW,I4,,12 948km,5,Petrol,5,2022,Grey,5,Yes,5.7 l/100km,Dekra Green,1.4 Trendline (5dr),F,Hatchback,"Complete, Up To Date",077505394,2024/04/21,45 l,, A,R 199 000 ,Volkswagen,,1398 cc,Dome (GP),2024/11/30,Polo Vivo,Manual
[],92 kW,I3,R 4 122  p/m,89 947km,6,Petrol,5,2019,White,5,Yes,6.3 l/100km,Dekra Green,1.0 EcoBoost Trend Auto,F,Sports Utility Vehicle (SUV),Complete but Due,606602576,,52 l,EPP F034, A,R 206 900 ,Ford,,998 cc,Epping (WC),,Ecosport,Automatic
[],200 kW,V6,R 4 249  p/m,122 000km,7,Petrol,5,2012,Grey,2,Yes,9.5 l/100km,Dekra Green,E 350 Coupe,R,Coupe,Complete but Due,BA2101212,,66 l,GER c089, A,R 213 900 ,Mercedes-Benz,,3498 cc,Germiston (GP),,E Class Coupe,Automatic
"['Reverse camera', 'Auto stop-start']",140 kW,I4,R 4 122  p/m,170 000km,8,Diesel,5,2017,White,5, No,4.7 l/100km,Dekra Green,D4 R- Design Geartronic (drive-E),F,Sports Utility Vehicle (SUV),Partial,469305564,,70 l,MID K008, A,R 206 900 ,Volvo,,1969 cc,Midstream (GP),,Xc60,Automatic
[],130 kW,I4,R 4 249  p/m,127 000km,6,Petrol,5,2016,White,5,Yes,8.3 l/100km,Dekra Green,1.6 Tgdi Executive,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",00D700905,,62 l,SIL I010, A,R 213 900 ,Hyundai,,1591 cc,Silver Lakes (GP),,Tucson,Manual
[],115 kW,I4,,174 000km,7,Petrol,5,2016,Silver,4,Yes,5.6 l/100km,Dekra Green,C180 Auto,R,Sedan,Partial,370808542,,66 l,, A,R 197 000 ,Mercedes-Benz,,1595 cc,JHB South (GP),,C Class,Automatic
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",100 kW,I4,,175 000km,7,Diesel,5,2016,Grey,5,Yes,3.8 l/100km,Dekra Green,A 200d Style Auto,F,Hatchback,No record,44B206164,,50 l,MID E046, A,R 182 000 ,Mercedes-Benz,,2143 cc,Midstream (GP),,A Class,Automatic
[],88 kW,I4,R 4 249  p/m,142 000km,6,Petrol,5,2018,Grey,5,Yes,6.3 l/100km,Dekra Gold,1.5 Comfort CVT,F,Crossover (SUV),"Complete, Up To Date",50FE08959,,40 l,JBS E059, A,R 213 900 ,Honda,,1497 cc,JHB South (GP),,HR-V,Automatic
[],135 kW,I4,,165 000km,8,Petrol,5,2017,White,4,Yes,5.3 l/100km,Dekra Green,320i Sport Line Auto (F30),R,Sedan,Complete but Due,82E511001,,60 l,Near: NEL E016, A,R 182 000 ,BMW,,1998 cc,Mbombela (MP),,3 Series,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",209 kW,V6,R 4 249  p/m,164 372km,8,Petrol,5,2014,Black,5,Yes,10.4 l/100km,Dekra Green,3.6 Overland,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",58EC02745,,94 l,, A,R 213 900 ,Jeep,,3604 cc,Springfield (KZN),,Grand Cherokee,Automatic
[],375 kW,V8,,130 000km,6,Petrol,5,2012,Grey,4,Yes,11.6 l/100km,Dekra Gold,XFR 5.0 V8 Super Charged,R,Sedan,Partial,8CA206586,,70 l,JBS H074, B,R 178 000 ,Jaguar,,5000 cc,JHB South (GP),,XF,Automatic
['CarPlay or Android Auto'],155 kW,V6,,246 000km,8,Diesel,5,2014,White,5,Yes,8.8 l/100km,Dekra Gold,4 3.0 TD V6 XS (155 KW),FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",ACD510085,,82 l,BRA B031, B,R 182 000 ,Land Rover,,2993 cc,Brackenfell (WC),,Discovery,Automatic
[],209 kW,V6,,220 000km,5,Petrol,5,2012,Silver,4,Yes,11.7 l/100km,Dekra Gold,Unltd Sahara 3.6l V6 Auto,FR,Sports Utility Vehicle (SUV),Partial,F38908066,,70 l,, B,R 188 000 ,Jeep,,3604 cc,Dome (GP),,Wrangler,Automatic
[],344 kW,V8,,233 000km,8,Petrol,5,2017,Red,5, No,14.05 l/100km,Dekra Green,Grand Cherokee 6.4 SRT,FR,Sports Utility Vehicle (SUV),Partial,92D808662,,93 l,, B,R 197 000 ,Jeep,,6417 cc,JHB South (GP),,Srt8,Automatic
[],121 kW,I4,R 3 958  p/m,148 000km,6,Petrol,5,2015,Red,5,Yes,6.4 l/100km,Dekra Gold,2.0 Active Auto,F,Sports Utility Vehicle (SUV),No record,117C07145,,56 l,, A,R 197 900 ,Mazda,,1998 cc,Silver Lakes (GP),,CX-5,Automatic
[],140 kW,I4,R 3 958  p/m,188 000km,7,Petrol,5,2016,Grey,4,Yes,4.9 l/100km,Dekra Gold,2.0T FSI Sport Stronic (B9) (40 TFSI),F,Sedan,"Complete, Up To Date",1F0304766,,54 l,, A,R 197 900 ,Audi,,1984 cc,Silver Lakes (GP),,A4,Automatic
[],,,R 4 194  p/m,101 106km,,,,2015,Silver,,Yes,,Dekra Green,5-Door,,,Partial,001E05906,,,, A,R 210 900 ,Mini,,,Silver Lakes (GP),,Cooper S,
[],408 kW,V8,R 4 194  p/m,108 000km,6,Petrol,5,2010,White,5,Yes,13.9 l/100km,Dekra Green,M,FR,Sports Utility Vehicle (SUV),Partial,C33D00921,,85 l,DOM D059, B,R 210 900 ,BMW,,4395 cc,Dome (GP),,X5 M,Automatic
['Auto stop-start'],130 kW,I4,R 3 958  p/m,126 000km,8,Petrol,5,2015,Grey,5, No,5.5 l/100km,Dekra Green,120i M Sport 5-Door Auto (F20),R,Hatchback,Partial,0B0606078,,52 l,JBS g081, A,R 197 900 ,BMW,,1995 cc,JHB South (GP),,1 Series,Automatic
['CarPlay or Android Auto'],66 kW,I3,R 3 940  p/m,59 315km,5,Petrol,5,2020,Silver,5, No,5.1 l/100km,Dekra Platinum,900t Acenta,F,Hatchback,Partial but Up to Date,86BA07007,,41 l,, A,R 196 900 ,Nissan,,898 cc,Silver Lakes (GP),,Micra,Manual
[],121 kW,I4,,93 865km,6,Petrol,5,2015,Grey,5,Yes,6.4 l/100km,Dekra Green,2.0 Active,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",742507359,,56 l,, A,R 210 000 ,Mazda,,1998 cc,Pietermaritzburg (KZN),,CX-5,Manual
['Reverse camera'],92 kW,I3,R 3 940  p/m,115 000km,6,Petrol,5,2019,White,5,Yes,6.3 l/100km,Dekra Green,1.0 EcoBoost Trend Auto,F,Sports Utility Vehicle (SUV),Complete but Due,AA6B08033,,52 l,, A,R 196 900 ,Ford,,998 cc,Brackenfell (WC),,Ecosport,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",130 kW,I4,,109 000km,6,Petrol,5,2016,Blue,5,Yes,8.3 l/100km,Dekra Green,1.6 Tgdi Executive,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",005A05661,,62 l,, A,R 210 000 ,Hyundai,,1591 cc,Gqeberha (EC),,Tucson,Manual
"['CarPlay or Android Auto', 'Reverse camera']",209 kW,V6,R 4 067  p/m,158 286km,8,Petrol,5,2014,Black,5, No,10.4 l/100km,Dekra Green,3.6 Overland,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,C79A07643,,94 l,, A,R 215 900,Jeep,,3604 cc,George (WC),,Grand Cherokee,Automatic
[],100 kW,I3,R 4 067  p/m,107 752km,8,Petrol,5,2017,Grey,4,Yes,5 l/100km,Dekra Green,318i Auto (F30),R,Sedan,No record,879D11700,,60 l,DOM A112, B,R 203 900 ,BMW,,1499 cc,Dome (GP),,3 Series,Automatic
['CarPlay or Android Auto'],74 kW,I4,,43 000km,6,Petrol,5,2018,White,5,Yes,6.5 l/100km,Dekra Green,1.4 Active,F,Hatchback,"Complete, Up To Date",D49507611,,45 l,, A,R 196 000 ,Hyundai,,1368 cc,JHB South (GP),2025/03/06,i20,Manual
[],81 kW,I3,R 3 922  p/m,61 942km,6,Petrol,5,2019,White,5,Yes,6.22 l/100km,Dekra Platinum,1.2T (W8),F,Sports Utility Vehicle (SUV),"Complete, Up To Date",3D4B04619,,42 l,BPWCBRCPOD C045, A,R 195 900 ,Mahindra,,1197 cc,Brackenfell (WC),,Xuv300,Manual
['CarPlay or Android Auto'],55 kW,I4,R 4 049  p/m,33 043km,5,Petrol,5,2022,Grey,5, No,5.7 l/100km,Dekra Platinum,1.4 Trendline (5dr),F,Hatchback,"Complete, Up To Date",38B203877,,45 l,, A,R 202 900 ,Volkswagen,,1398 cc,Midstream (GP),2025/04/04,Polo Vivo,Manual
[],197 kW,H4,R 4 194  p/m,115 000km,6,Petrol,5,2014,Black,4, No,9.2 l/100km,Dekra Gold,2.0 WRX Premium,FR,Sedan,Partial,862C02005,,60 l,, A,R 210 900 ,Subaru,,1998 cc,Germiston (GP),,WRX,Manual
[],82 kW,I4,R 3 922  p/m,63 140km,6,Petrol,5,2017,White,5,Yes,6.5 l/100km,Dekra Platinum,1.5tivct Titanium P/shift,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",F1E007379,,52 l,, A,R 195 900 ,Ford,,1498 cc,Midstream (GP),,Ecosport,Automatic
[],74 kW,I4,R 4 049  p/m,57 344km,5,Diesel,5,2019,Silver,5,Yes,4.6 l/100km,Dekra Gold,1.5tdci Ambiente,F,Sports Utility Vehicle (SUV),Complete but Due,8B9900255,,52 l,GER I021, A,R 202 900 ,Ford,,1499 cc,Germiston (GP),,Ecosport,Manual
"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",125 kW,I4,R 4 194  p/m,146 298km,7,Diesel,5,2014,Silver,5, No,4.8 l/100km,Dekra Gold,220 CDI Auto 4matic,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,DA3608505,,56 l,, A,R 222 900,Mercedes-Benz,,2143 cc,Midstream (GP),,GLA,Automatic
[],74 kW,I3,R 4 049  p/m,65 000km,6,Petrol,5,2020,Silver,5,Yes,5.2 l/100km,Dekra Platinum,1.0 EcoBoost Trend 5-Door Auto,F,Hatchback,"Complete, Up To Date",A1F603778,,42 l,, A,R 202 900 ,Ford,,998 cc,Germiston (GP),,Fiesta,Automatic
[],81 kW,I4,R 3 922  p/m,66 160km,7,Petrol,5,2018,White,5,Yes,5.1 l/100km,Dekra Platinum,1.2 TSI Highline DSG (81 KW),F,Hatchback,"Complete, Up To Date",118300290,,45 l,, A,R 205 900,Volkswagen,,1197 cc,George (WC),,Polo,Automatic
['CarPlay or Android Auto'],77 kW,I4,R 4 049  p/m,95 000km,5,Petrol,5,2021,White,5,Yes,6.2 l/100km,Dekra Platinum,1.5 XI,F,Sports Utility Vehicle (SUV),Partial but Up to Date,C75004082,,48 l,, A,R 202 900 ,Toyota,,1462 cc,Gqeberha (EC),,Urban Cruiser,Manual
[],115 kW,I4,R 3 922  p/m,86 751km,6,Petrol,5,2020,Red,5, No,6.1 l/100km,Dekra Platinum,2.0 Dynamic Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",EC7D10521,,48 l,, A,R 195 900 ,Mazda,,1998 cc,Germiston (GP),,CX-3,Automatic
['CarPlay or Android Auto'],92 kW,I3,R 4 176  p/m,32 950km,5,Petrol,5,2018,Blue,5, No,5.7 l/100km,Dekra Platinum,1.0 EcoBoost Titanium,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",5A1503123,,52 l,DOM c045, A,R 209 900 ,Ford,,998 cc,Dome (GP),,Ecosport,Manual
['Reverse camera'],180 kW,V6,R 4 049  p/m,193 151km,6,Diesel,7,2012,White,5, No,9 l/100km,Dekra Green,4 3.0 Td/sd V6 HSE,FR,Sports Utility Vehicle (SUV),Partial,534412374,,82 l,, B,R 202 900 ,Land Rover,,2993 cc,Midstream (GP),,Discovery,Automatic
['Reverse camera'],140 kW,I4,R 4 049  p/m,220 000km,6,Diesel,5,2013,Gold,5, No,6.4 l/100km,Dekra Green,2.2 SD4 Dynamic,FR,Sports Utility Vehicle (SUV),No record,ADDA13756,,60 l,Near: RIC G015, B,R 202 900 ,Land Rover,,2179 cc,Richmond (WC),,Range Rover Evoque,Automatic
"['CarPlay or Android Auto', 'Reverse camera']",132 kW,I4,R 3 922  p/m,116 000km,6,Diesel,5,2016,White,5,Yes,6.2 l/100km,Dekra Platinum,2.0 TDCi Titanium AWD Powershift,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",5B9708244,,60 l,, A,R 195 900 ,Ford,,1997 cc,JHB South (GP),,Kuga,Automatic
[],81 kW,I4,R 4 049  p/m,103 675km,5,Petrol,2,2019,White,5,Yes,7.3 l/100km,Dekra Green,Caddy4 1.6i (81 KW) Panel Van,F,Panel Van,Partial,9E5101593,,55 l,, A,R 202 900 ,Volkswagen,,1598 cc,Epping (WC),,Caddy,Manual
"['Reverse camera', 'Auto stop-start']",145 kW,I4,R 3 922  p/m,93 000km,6,Diesel,7,2013,Blue,5, No,8.3 l/100km,Dekra Green,R2.2 AWD Exec 7S Auto,FR,Sports Utility Vehicle (SUV),Unverified Service History,920F06095,,64 l,, A,R 195 900 ,Hyundai,,2199 cc,Silver Lakes (GP),,Santa-FE,Automatic
['Auto stop-start'],132 kW,I4,R 4 176  p/m,53 000km,6,Petrol,5,2016,Blue,5,Yes,7 l/100km,Dekra Platinum,1.5 EcoBoost Ambiente Auto,F,Sports Utility Vehicle (SUV),"Complete, Up To Date",46F303460,,60 l,, A,R 209 900 ,Ford,,1497 cc,Dome (GP),,Kuga,Automatic
